purple air sensors matched to index in HRRR-Smoke grid. Each column is a grid index + distance from that point to PA sensor.0,1,2,3
"(62182, 633.8386413480858)","(62183, 2735.217475055992)","(62521, 2478.0817247141285)",
"(72955, 1809.0406412401894)","(72956, 1212.9975908795705)",,
"(61105, 2711.8061665668006)","(61106, 932.7175226343608)","(61445, 2205.513308613923)",
"(75672, 2835.93274276593)","(75673, 2979.569771685371)","(76011, 1457.8260646971166)","(76012, 1719.8852096383755)"
"(72278, 2783.841818091069)","(72279, 2419.174034369002)","(72617, 2026.120034080774)","(72618, 1482.5901398245976)"
"(66183, 1387.8407956509643)","(66522, 1635.1235177199158)",,
"(76688, 1865.7677893779808)","(77027, 1131.5651355141144)",,
"(70926, 2408.9366802057507)","(71264, 2856.779762847296)","(71265, 632.4634746164141)",
"(55875, 2294.441507482671)","(56213, 2309.8026015675846)","(56214, 1267.9086494811606)",
"(66184, 2283.169960740698)","(66185, 2000.7074038095338)","(66523, 2256.7192001635754)","(66524, 1967.9584115338484)"
"(82438, 1667.7727032319272)","(82439, 1436.9258482647413)","(82778, 2956.662677298373)",
"(68900, 2686.817647740441)","(68901, 2914.8017209367836)","(69239, 1441.669946257525)","(69240, 1830.1954029594892)"
"(77014, 2894.93220035028)","(77015, 2278.8001065510534)","(77353, 2238.9481126311093)","(77354, 1349.6895132081488)"
"(24303, 2389.191245499304)","(24304, 2487.1106158269376)","(24642, 1788.9859135544853)","(24643, 1920.1106454914016)"
"(68900, 1209.421457334269)","(69239, 1788.1799377898271)",,
"(117020, 1439.7930482509844)","(117021, 2545.844664697473)","(117359, 1935.8585650833961)","(117360, 2854.4313223123195)"
"(100103, 1681.7207620960305)","(100442, 1377.327949688568)",,
"(25616, 1424.4273318310186)","(25955, 1603.369338283528)",,
"(56419, 2257.0310777325963)","(56420, 1982.3739776510859)","(56758, 2271.7732470289634)","(56759, 2000.6085284521603)"
"(75326, 2746.738394420715)","(75327, 1143.3282055544241)","(75666, 2006.425921337045)",
"(79730, 917.3264619861142)","(79731, 2233.944017839563)","(80069, 2699.479259646902)",
"(72277, 2949.405595112379)","(72278, 1160.9963661228453)","(72617, 1891.4521250989255)",
"(87504, 2987.786492419155)","(87505, 1706.4332427404918)","(87843, 2853.155543851184)","(87844, 1457.1333888904887)"
"(71601, 2441.1073986679844)","(71602, 2702.0516794764408)","(71940, 1577.4112863410257)","(71941, 1955.703390343463)"
"(47916, 2976.155063388714)","(47917, 1272.7561188847346)","(48256, 1780.8698226099123)",
"(69574, 2117.974865990584)","(69575, 2826.5703838389836)","(69913, 1426.930600481032)","(69914, 2353.0424394731253)"
"(76686, 1601.0708027126984)","(76687, 1492.6686956686347)",,
"(71597, 2451.6401219232844)","(71935, 2712.127597115491)","(71936, 671.0680210993715)",
"(69917, 2375.507138305671)","(69918, 673.259742822233)","(70257, 2862.7703680450604)",
"(93020, 1138.7619660633513)","(93021, 1873.3918917425258)",,
"(28672, 1907.5064271089398)","(28673, 1341.6905243172262)","(29011, 2999.7755107688527)","(29012, 2676.3091866441196)"
"(100093, 1129.8574828296632)","(100094, 2038.0184655687067)","(100432, 2723.3491520519974)",
"(90623, 2060.6094993459756)","(90624, 948.0659171369059)",,
"(75669, 2957.243733343961)","(75670, 2923.789344320636)","(76008, 1607.5110512212905)","(76009, 1544.361762255665)"
"(153674, 664.0795572865989)","(153675, 2571.260953261325)","(154013, 2552.3468185524616)",
"(81772, 2618.0027116564715)","(81773, 2758.315063416293)","(82111, 1579.6595495108463)","(82112, 1801.7927432845627)"
"(78036, 1262.9601335959342)","(78375, 1740.3928091438859)",,
"(29677, 2908.942716720398)","(30015, 2098.585163479518)","(30016, 950.0486693435298)",
"(83791, 2915.0153462182307)","(84129, 1765.9958862069216)","(84130, 1337.2096214281403)",
"(25312, 2721.5893170293803)","(25313, 2289.2567167444836)","(25651, 2122.29049657187)","(25652, 1530.1389646331843)"
"(80812, 2712.2604662182957)","(81151, 1128.6665919422364)","(81152, 2048.7829838428856)",
"(70247, 1862.4052380179517)","(70248, 1147.3073569551102)",,
"(94729, 2189.0693410280965)","(95067, 2815.7783405312152)","(95068, 893.16856808937)",
"(100098, 1648.3274933551327)","(100099, 1555.7969381746832)","(100437, 2895.2631445206866)","(100438, 2842.371656023001)"
"(96647, 2306.4475727642457)","(96986, 735.324918580975)","(96987, 2870.9539038739613)",
"(84469, 1677.6978549803864)","(84808, 1318.8132892919598)",,
"(68557, 2966.377489857961)","(68558, 303.819970442998)","(68897, 2697.5108362323763)",
"(76349, 1482.144422845767)","(76350, 1783.8359367493485)","(76688, 2718.8152473216232)","(76689, 2893.177287804038)"
"(74319, 2302.658090137388)","(74320, 1025.7048059734473)","(74659, 2483.450363275754)",
"(69914, 1722.3312697841345)","(70253, 1297.1896396215861)",,
"(96047, 1857.9212813494444)","(96048, 2255.809632342285)","(96386, 2024.6525119356857)","(96387, 2394.381865362177)"
"(70924, 1440.286141086579)","(70925, 1783.7319867654853)","(71263, 2755.693682545399)","(71264, 2949.326188848164)"
"(32376, 2762.539049910763)","(32377, 1129.4498724860146)","(32716, 2005.8900999411835)",
"(23928, 1474.7758492216815)","(23929, 2579.837504351837)","(24267, 1886.4350188220114)","(24268, 2835.954069029457)"
"(78100, 1434.7723694183367)","(78101, 1575.8338441669232)",,
"(17510, 1931.3414038709964)","(17511, 1110.3640182767144)","(17850, 2981.453683801369)",
"(21960, 2388.4530897387954)","(21961, 2235.0588380240483)","(22299, 2049.5870578627987)","(22300, 1869.3142347286607)"
"(70250, 2298.340749323738)","(70588, 2666.45230280158)","(70589, 863.0569650781729)",
"(76009, 2778.3919527443113)","(76347, 2246.271214596571)","(76348, 853.4300064868662)",
"(31026, 823.2244661497886)","(31027, 2212.540796529934)","(31365, 2917.6048492225304)",
"(78034, 1966.371421205922)","(78035, 2019.5351638526547)","(78373, 2238.706588068004)","(78374, 2284.2599298044665)"
"(73969, 466.80182672149334)","(73970, 2874.5691344244847)","(74308, 2564.078401180072)",
"(17521, 2044.7493845833487)","(17860, 1128.462563233297)","(17861, 2705.423967539123)",
"(76679, 2686.324099654681)","(76680, 2071.034492634546)","(77018, 2321.402330357462)","(77019, 1565.4719762250188)"
"(74992, 2973.1745975099248)","(74993, 807.204866887288)","(75332, 2206.150556539818)",
"(113927, 2037.8209203301346)","(113928, 1728.4528917706566)","(114266, 2521.1111947660493)","(114267, 2276.5281646169333)"
"(84141, 2520.0582820891273)","(84479, 2907.5168062426746)","(84480, 501.4591481137763)",
"(151636, 1159.3779513466327)","(151975, 1829.86069527895)",,
"(84811, 2740.652312199364)","(84812, 1171.3552870163492)","(85151, 1988.3237018045986)",
"(87905, 1297.6595883844236)","(87906, 2303.085318318259)","(88244, 2253.183295395069)","(88245, 2948.3803998341546)"
"(70249, 1321.4993506262579)","(70250, 1884.7449800059185)","(70588, 2731.1877906195086)",
"(79721, 1349.914123143414)","(80060, 1678.576754884973)",,
"(70586, 2763.9664459540168)","(70924, 2413.4045942673933)","(70925, 682.987649151005)",
"(76689, 2154.3889361869215)","(76690, 2648.011165471696)","(77028, 1598.7356224319913)","(77029, 2219.096518437171)"
"(69914, 2099.809564004351)","(69915, 1234.5973587922877)","(70254, 2523.44883743956)",
"(27654, 2262.478146449396)","(27993, 1162.1555136227657)","(27994, 2397.658455734396)",
"(71267, 2856.084042487489)","(71605, 1860.1262258382246)","(71606, 1257.3679886264515)",
"(68556, 2373.1800575035895)","(68557, 811.3416219429573)","(68896, 2635.3618780772035)",
"(70249, 1661.7887199358827)","(70250, 1392.781223480267)",,
"(89637, 390.5698823125669)","(89638, 2624.4252219429673)","(89976, 2973.785984410427)",
"(81762, 1289.4302978265491)","(81763, 1720.2444288545946)",,
"(94716, 1409.988326806938)","(94717, 2286.8407615153947)","(95055, 2196.561811851061)","(95056, 2840.096961130003)"
"(96456, 2217.3636439643806)","(96795, 797.3515152454621)","(96796, 2985.5015340921004)",
"(136321, 2594.1182570216697)","(136322, 2019.6183545653262)","(136660, 2318.673307868095)","(136661, 1649.864980904834)"
"(69577, 2603.4368863454115)","(69578, 1919.1538377488898)","(69916, 2429.1841012850164)","(69917, 1674.309000116662)"
"(91981, 2216.542258001251)","(91982, 1284.449044431705)","(92320, 2966.072051634503)","(92321, 2351.6419960300336)"
"(90629, 1946.7586849326492)","(90630, 1759.4792305746168)","(90968, 2509.6489822225217)","(90969, 2367.1108147976074)"
"(85876, 1976.2747775927905)","(85877, 1040.6287364811126)",,
"(70591, 1402.6018189154381)","(70592, 2218.8662910814373)","(70930, 2264.6553098261056)","(70931, 2842.976417651516)"
"(87575, 1090.9905294589828)","(87576, 2628.160014205195)","(87914, 2130.932823199098)",
"(110586, 2331.0588036978374)","(110587, 2451.3024028168115)","(110925, 1808.4197548116813)","(110926, 1961.325661498273)"
"(77709, 891.4374801375884)","(77710, 2117.047931291533)",,
"(26008, 2804.9941945698597)","(26009, 2934.667829452655)","(26347, 1491.3576779079297)","(26348, 1724.5274203944186)"
"(74659, 2317.061587829454)","(74660, 2459.713496290774)","(74998, 1801.6129034555424)","(74999, 1978.815377427879)"
"(84133, 2884.75521941038)","(84472, 931.8709092653309)","(84473, 2127.2692556758143)",
"(25617, 2425.6789966314395)","(25955, 2925.3555131646294)","(25956, 587.2532280274129)",
"(25963, 1712.0627231211981)","(26302, 1305.4818874944874)",,
"(80784, 2255.816035341758)","(81123, 740.3797749228237)",,
"(79725, 1461.5458413195788)","(80064, 1592.6307125864864)",,
"(86546, 1936.6823356817788)","(86547, 1436.2617621788368)","(86885, 2867.922214619949)","(86886, 2555.5350483001534)"
"(38540, 1348.5146470816057)","(38541, 2648.751286823346)","(38879, 1928.28750114174)","(38880, 2986.780377668187)"
"(84167, 2936.21045866562)","(84506, 719.2993480601908)","(84507, 2309.689592928308)",
"(42217, 2847.5945116558464)","(42555, 2380.3792998565373)","(42556, 676.243152774335)",
"(75399, 1451.326243386713)","(75400, 1740.538841127979)","(75738, 2816.3507806579764)","(75739, 2973.695375965096)"
"(29008, 2444.0926247553393)","(29009, 2424.5222887175805)","(29347, 1863.36041538727)","(29348, 1838.0110195061336)"
"(88619, 1243.6098355081963)","(88958, 1786.400649998611)",,
"(45260, 1844.6086805176503)","(45261, 1902.915130350642)","(45599, 2386.536842539664)","(45600, 2431.1983082161664)"
"(74648, 1997.2153694512176)","(74649, 1615.4965819740692)","(74987, 2649.8580026994227)","(74988, 2374.2084932138887)"
"(154351, 917.3188925044126)","(154690, 2068.113533769984)",,
"(87229, 2696.6548712744666)","(87230, 1874.5122444243457)","(87568, 2515.4914603518005)","(87569, 1605.0130704018895)"
"(28671, 1399.1610597271028)","(28672, 1767.9621810931633)","(29010, 2824.7359398567364)",
"(69913, 2629.811966395262)","(70251, 2846.0242117211296)","(70252, 417.17463729808026)",
"(85827, 2850.661426818097)","(86165, 2876.2080305413815)","(86166, 201.96777438086454)",
"(76352, 2900.9680702378846)","(76690, 2087.3276145322075)","(76691, 970.1299472410944)",
"(64220, 2359.6543930173507)","(64559, 683.8169134560793)","(64560, 2868.360871512972)",
"(83448, 2188.9171183132676)","(83449, 2480.3377518796106)","(83787, 1765.8896201003167)","(83788, 2114.9863823769742)"
"(23934, 2855.6032914382095)","(24273, 1185.0358531828813)","(24274, 1917.9402257687086)",
"(24936, 1796.2096264673007)","(24937, 1216.0431548848537)",,
"(100099, 1230.2294910113105)","(100100, 2210.910322319712)","(100438, 2397.7977896586312)",
"(95968, 2884.065653588013)","(95969, 650.7431672597368)","(96308, 2382.444636448656)",
"(69911, 2091.3328394282803)","(69912, 1930.163382238376)","(70250, 2316.0841448599253)","(70251, 2170.34889770736)"
"(75665, 1910.979229567678)","(75666, 1101.2213690443768)",,
"(69567, 2048.937831711746)","(69568, 1370.2385030951773)","(69906, 2904.320361815128)","(69907, 2471.8019511166885)"
"(100103, 2349.2820019700307)","(100441, 2609.1615650951444)","(100442, 855.5322324275592)",
"(36397, 2273.356469421164)","(36398, 2670.204187349415)","(36736, 1572.8090130074975)","(36737, 2107.7796535616917)"
"(93366, 2386.760704912396)","(93704, 2774.3785749122876)","(93705, 701.6279049856832)",
"(90661, 1757.5775924278944)","(90662, 1755.0526959303704)","(91000, 2579.363119835633)","(91001, 2578.137270172454)"
"(77364, 2926.900676979808)","(77703, 751.2040899020749)","(77704, 2281.014998183481)",
"(44917, 2019.9129457722177)","(45256, 1039.112421270693)","(45257, 2895.68222723925)",
"(90623, 731.5156800901178)","(90624, 2775.51821371257)","(90962, 2357.8454796375913)",
"(76687, 2400.781705590939)","(77026, 1071.0432818865406)","(77027, 2339.6875373203607)",
"(78371, 2628.910469985508)","(78372, 1820.4819537629912)","(78710, 2536.4275321517885)","(78711, 1681.535616736895)"
"(96761, 2183.4347758493927)","(97099, 2771.3785410731475)","(97100, 923.2702221562344)",
"(85865, 2731.3965810992845)","(86204, 354.82281372974904)","(86205, 2796.1449070143844)",
"(93701, 2492.251841612955)","(94039, 2201.1976173168537)","(94040, 1142.8921259830454)",
"(86553, 1286.6905072120962)","(86554, 1833.8373624465878)","(86892, 2864.3372775130056)",
"(23599, 1248.675252476107)","(23600, 2313.9275988068457)","(23938, 2274.8703100203616)","(23939, 2994.7446898768517)"
"(105461, 972.2783611674287)","(105462, 2044.7598254247464)",,
"(67203, 2097.2304315786246)","(67204, 2950.730966951408)","(67542, 1314.9150034150002)","(67543, 2454.2800297965155)"
"(28017, 1860.0958651626154)","(28018, 2708.946766787718)","(28356, 1599.422937155986)","(28357, 2537.185343960882)"
"(130920, 2249.997508821271)","(130921, 2204.4634317574523)","(131259, 2039.9739750417111)","(131260, 1987.6031619351274)"
"(69577, 2600.8281029229065)","(69578, 2630.6702730727)","(69916, 1708.1561623457546)","(69917, 1752.0962331957378)"
"(71273, 1806.3645597335046)","(71274, 1487.4909883545124)","(71612, 2871.8429038795093)","(71613, 2682.632573545655)"
"(69582, 1331.3634812672537)","(69921, 1721.2462975827996)",,
"(76680, 2830.2043056135276)","(77019, 390.5101081977038)","(77020, 2671.925432525017)",
"(10790, 2944.7519569969577)","(11128, 1827.5057168094168)","(11129, 1254.1462217366186)",
"(29342, 949.2500604269711)","(29343, 2501.6333132222385)","(29681, 2350.9054352906605)",
"(76687, 2457.6769686646426)","(76688, 2877.4748835896903)","(77026, 1395.6126761364567)","(77027, 2045.8139770784744)"
"(50964, 2588.8258892179674)","(50965, 1240.0108283968764)","(51304, 2038.4926394651093)",
"(75681, 1928.0329538495678)","(76020, 1071.148244221592)",,
"(83796, 1044.316162215108)","(83797, 2844.3770461761146)","(84135, 2037.0908061942444)",
"(153965, 2538.1803899476035)","(153966, 1637.7687552427885)","(154304, 2656.5334833206994)","(154305, 1814.5659282076065)"
"(97100, 2253.127579840831)","(97101, 1779.527678718114)","(97439, 2474.031577838483)","(97440, 2053.2514475170465)"
"(75326, 1810.5228398640354)","(75664, 2984.806651537241)","(75665, 1238.8868848999264)",
"(77025, 1293.4353424113885)","(77026, 2137.197884142456)","(77364, 2430.9152588855563)","(77365, 2966.233474047571)"
"(73990, 472.6160900588561)","(73991, 2541.6454312655187)","(74329, 2963.133563185126)",
"(97415, 1842.8225397566796)","(97416, 2487.308814185068)","(97754, 1805.0699379918399)","(97755, 2460.1016115474436)"
"(30028, 462.59334508953555)","(30029, 2815.7995731867263)","(30367, 2598.4033104091304)",
"(33044, 2989.614977856781)","(33045, 1139.4695553943207)","(33384, 1891.7881164282755)",
"(87904, 1341.2353124957049)","(87905, 1682.7938043872155)",,
"(65171, 1049.2497482034496)","(65172, 2890.3795943150617)","(65510, 2011.122687531233)",
"(84840, 2189.4195968995973)","(84841, 995.29271260915)","(85180, 2665.231865609302)",
"(83795, 2044.2930430781928)","(83796, 975.1320344220708)",,
"(71264, 2693.177060752861)","(71603, 1116.9976372797025)","(71604, 2067.1060315470736)",
"(70927, 2789.477245351695)","(71266, 747.5684698886828)","(71267, 2337.717939749349)",
"(76355, 652.5524661159121)","(76356, 2522.95969511426)","(76694, 2649.0695780491624)",
"(114947, 2920.4679114767373)","(114948, 2111.144038808369)","(115286, 2420.2584815179816)","(115287, 1334.3115568590842)"
"(94005, 2304.442930981931)","(94343, 2344.2746750178317)","(94344, 1176.8954939145663)",
"(84494, 2251.0137115064917)","(84832, 2658.8631198674193)","(84833, 923.6076504992883)",
"(69912, 1553.202270637784)","(69913, 1496.5962685499399)",,
"(83113, 2438.4993720985035)","(83451, 2870.6766511724813)","(83452, 598.1414007623046)",
"(111270, 1046.40259017852)","(111271, 2921.1125230253606)","(111609, 2000.1119516773874)",
"(71982, 369.95061989238434)","(71983, 2736.7870942894106)","(72321, 2772.0549128099783)",
"(69567, 2601.1602941722567)","(69568, 1822.5123942290231)","(69906, 2522.047461417644)","(69907, 1706.3144332688487)"
"(93700, 2015.4977374444582)","(93701, 1281.2032374623059)","(94040, 2594.14706190074)",
"(24273, 1296.269362571306)","(24274, 2005.6534311541427)","(24612, 2585.815916312833)",
"(27311, 2015.9513551036341)","(27312, 1946.4508842764399)","(27650, 2304.0122330683466)","(27651, 2242.339980928386)"
"(15150, 1862.1492938210813)","(15151, 1496.257182925147)","(15489, 2826.6705387287543)","(15490, 2602.6137257825417)"
"(25274, 2608.211928889415)","(25275, 444.5413554806954)","(25614, 2836.849233116526)",
"(76009, 1975.5505191247)","(76010, 2444.241815852405)","(76348, 1815.699262415042)","(76349, 2316.033971656313)"
"(75730, 2804.302016036077)","(76069, 430.82529951394343)","(76070, 2649.45251079235)",
"(75672, 1262.8388224652738)","(75673, 1934.529779646328)","(76011, 2721.3177407209337)",
"(70249, 614.3737465227466)","(70250, 2406.8164915558527)","(70588, 2950.9956018656467)",
"(70927, 2916.4508578331406)","(71265, 1691.4641863276468)","(71266, 1434.474419905331)",
"(67954, 1907.3082386392502)","(67955, 1177.578256070954)","(68294, 2901.7390045352813)",
"(72715, 2737.5738841739785)","(73053, 2438.413365002567)","(73054, 680.9988671901621)",
"(77357, 2569.471255876855)","(77358, 653.3927010680428)","(77697, 2594.5521255778744)",
"(151637, 2670.764648293657)","(151975, 1909.7492643637777)","(151976, 1315.2262796234334)",
"(70248, 2592.355926963478)","(70586, 2606.4057491753224)","(70587, 622.8810250064494)",
"(92016, 1254.9846294736)","(92355, 1743.6188897338752)",,
"(58140, 2873.7041447454003)","(58141, 1102.8636881679658)","(58480, 1977.2329439032712)",
"(90961, 1610.897829885197)","(90962, 2529.132529914977)","(91300, 1860.5945276352138)","(91301, 2695.329196889222)"
"(75326, 937.0407910727248)","(75327, 2607.3605107493413)","(75665, 2276.6982543863646)",
"(79384, 1155.0870643134558)","(79723, 1859.9097294446522)",,
"(83802, 2500.599562375777)","(83803, 2409.17875277293)","(84141, 1899.6131604051338)","(84142, 1778.430682090293)"
"(27974, 1561.8840463738902)","(28313, 1458.1519114006637)",,
"(78404, 1985.133674112173)","(78405, 1025.8036259220387)",,
"(101401, 1067.9272446486052)","(101402, 2577.5371666863143)","(101740, 2186.2533608859862)",
"(65849, 2127.5086396574206)","(65850, 883.4620513336529)",,
"(85875, 2865.764526352568)","(85876, 2668.9234419190857)","(86214, 1819.3380176416003)","(86215, 1486.5707887123733)"
"(96424, 2495.573752525809)","(96425, 1259.3546837091878)","(96764, 2108.3911604834707)",
"(81766, 2889.061978370203)","(81767, 2903.7107780972365)","(82105, 1580.722731087978)","(82106, 1603.7587496637586)"
"(153672, 1611.4519899327595)","(153673, 2530.836504870306)","(154011, 1833.5033999512823)","(154012, 2677.6426297893718)"
"(70253, 1651.8746068929265)","(70254, 1823.0891080488814)","(70592, 2551.4705588503703)","(70593, 2664.21416640147)"
"(78374, 2633.857851752471)","(78375, 2573.9385304357775)","(78713, 1784.1128360789876)","(78714, 1692.6921974124466)"
"(27993, 1609.6763175349674)","(28331, 2970.4372969673973)","(28332, 1494.8576904991414)",
"(89642, 2095.128435718552)","(89643, 1987.3845019224418)","(89981, 2263.0533498891054)","(89982, 2162.9849579577103)"
"(55199, 2150.900008190618)","(55200, 1770.1833962085443)","(55538, 2498.178875639228)","(55539, 2179.912745900924)"
"(89296, 2999.6330402056633)","(89297, 2258.7865498724823)","(89635, 2334.9487937429403)","(89636, 1250.4995105816108)"
"(71263, 2416.110055467783)","(71602, 599.8562102890389)","(71603, 2928.417916645837)",
"(67213, 1458.1377744492654)","(67214, 1551.3128036577166)",,
"(79721, 1779.1465218502133)","(79722, 2330.149782054352)","(80060, 1973.6556970863878)","(80061, 2481.7229313740545)"
"(76354, 2845.381601330635)","(76355, 2667.04281604347)","(76693, 1806.0337256382709)","(76694, 1505.9001270655451)"
"(82459, 1231.8218448652126)","(82798, 1773.860984998498)",,
"(70259, 1745.7023888189756)","(70260, 2104.988092422814)","(70598, 2207.551061788777)","(70599, 2501.0555494651453)"
"(105123, 1255.428017709727)","(105124, 2632.7434345092124)","(105462, 1996.7905686108816)",
"(89977, 1343.777732647074)","(89978, 1667.6733720305754)",,
"(68901, 1776.2259515233486)","(68902, 1937.0901030411242)","(69240, 2370.9431400469502)","(69241, 2492.266031914053)"
"(81151, 1193.9624869492873)","(81152, 1825.3773351994867)",,
"(65168, 2931.9699936050706)","(65169, 2794.053642053662)","(65507, 1731.417914583032)","(65508, 1480.753171118094)"
"(70588, 2836.718857155494)","(70926, 2588.7542449003)","(70927, 468.6971518614304)",
"(72279, 469.29278727909303)","(72280, 2543.983977869004)","(72618, 2963.67284744149)",
"(81433, 2070.4392893319)","(81434, 1712.7511943407926)","(81772, 2538.1489847987223)","(81773, 2255.065612551053)"
"(71940, 2483.7273528513115)","(71941, 797.078303439918)","(72280, 2523.3628654131703)",
"(71267, 2411.5552561667337)","(71606, 585.4848868067423)",,
"(86209, 1353.7174986263446)","(86210, 2269.429560100161)","(86548, 2248.034742580223)","(86549, 2892.7387025593525)"
"(89304, 1351.0586249238297)","(89305, 1701.760518496131)",,
"(76355, 2172.444959656346)","(76356, 1578.1292560986285)","(76694, 2669.024271302446)","(76695, 2211.0961118221994)"
"(76680, 2730.2609502317973)","(77019, 1296.9804239416014)","(77020, 1903.3535422910638)",
"(76687, 1857.976291005944)","(76688, 1150.3482265905575)",,
"(88193, 2188.3105026042263)","(88531, 2891.0180982240113)","(88532, 853.452057112922)",
"(55197, 1457.3752375110012)","(55198, 2049.7345962506256)","(55536, 2437.560185823485)","(55537, 2834.1604266545505)"
"(126156, 1464.8172367171214)","(126495, 1525.8365082757798)",,
"(29327, 1767.928236640776)","(29328, 1260.3724081767443)",,
"(150278, 1014.8837772656265)","(150279, 2765.485184734222)","(150617, 2084.335155350607)",
"(84810, 1042.2681261141206)","(84811, 2320.0160246939026)","(85149, 2447.465349508869)",
"(84463, 1122.4626351070867)","(84464, 1996.152004705668)","(84802, 2807.789037997709)",
"(24601, 2584.816314192989)","(24602, 1085.1158104917354)","(24941, 2162.292301315081)",
"(98798, 577.6330352460595)","(98799, 2534.1403400148115)","(99137, 2743.9155920181543)",
"(73978, 2360.433535917312)","(73979, 1291.3079433451276)","(74317, 2958.2589527759133)","(74318, 2201.0159430138733)"
"(94056, 2682.9502296128767)","(94057, 930.8996263555746)","(94396, 2232.852218450168)",
"(74987, 2443.3818630125133)","(74988, 2622.206981180029)","(75326, 1659.8885270846006)","(75327, 1913.1675769075557)"
"(97367, 2114.0787713538984)","(97705, 2660.774368847008)","(97706, 1080.9296994412937)",
"(74987, 2108.9368392925144)","(74988, 2210.8583719906987)","(75326, 2034.2572076431147)","(75327, 2139.671961367251)"
"(76686, 1569.307357721339)","(76687, 1488.2584521518386)",,
"(75002, 2039.3285748699527)","(75341, 1001.3667158908988)","(75342, 2934.370386264365)",
"(102074, 1470.9729228082247)","(102413, 1587.2395189373663)",,
"(89294, 2993.849203665349)","(89295, 1669.9601233647427)","(89633, 2892.399392242811)","(89634, 1478.711246399565)"
"(74648, 2987.182510697231)","(74986, 2451.8210975148604)","(74987, 560.8076670387704)",
"(30339, 2006.8419730294536)","(30340, 2537.405807078479)","(30678, 1715.4677729139216)","(30679, 2315.307578787769)"
"(79400, 2046.8837081348577)","(79739, 1107.551751612647)","(79740, 2730.5571134453967)",
"(77019, 1404.2090095711771)","(77020, 1611.1202766636009)",,
"(86541, 800.5200454299488)","(86542, 2671.7280717723074)","(86880, 2356.0571853768874)",
"(79741, 1412.9773930920126)","(80080, 1658.7539382814005)",,
"(75665, 2136.8569650754625)","(75666, 1773.22631417645)","(76004, 2473.503260391134)","(76005, 2166.354773793421)"
"(85525, 2954.1226841188113)","(85526, 1800.6135927732996)","(85864, 2742.158226099608)","(85865, 1426.431093508521)"
"(98053, 2344.9623697587926)","(98054, 1782.4353006312442)","(98392, 2481.0799305030287)","(98393, 1956.5861081226772)"
"(96762, 2302.3025005545187)","(97100, 2556.69982321137)","(97101, 957.386146186099)",
"(46888, 2409.9542880333147)","(47226, 2811.4968902207597)","(47227, 650.6473483134959)",
"(74988, 2869.45150569104)","(75327, 713.3005411970757)","(75328, 2335.790126628624)",
"(75671, 1382.1096578990323)","(76010, 1684.4476841187602)",,
"(69574, 1192.3690208110795)","(69575, 1879.0131456192332)","(69913, 2929.5495575445966)",
"(68558, 2866.6714981812197)","(68896, 1775.8080334425274)","(68897, 1357.4992034415138)",
"(28355, 1660.7824408949193)","(28356, 2283.6847839189168)","(28694, 2063.8736734951285)","(28695, 2592.794687715823)"
"(97098, 680.9285463867068)","(97099, 2852.644570653294)","(97437, 2369.43485608277)",
"(38769, 2939.0817752219746)","(38770, 1006.498275931405)","(39109, 2027.0422418143698)",
"(138093, 1954.2742212832686)","(138432, 1153.7122276496332)","(138433, 2803.973392481988)",
"(24285, 2677.091522559251)","(24286, 2537.558807240644)","(24624, 1842.8393282919806)","(24625, 1632.9705154643655)"
"(76342, 962.2447383670179)","(76343, 2850.2515354251277)","(76681, 2107.0058360172147)",
"(28671, 2839.401091907258)","(29010, 1415.303073846427)","(29011, 1747.1167472822124)",
"(85870, 2411.8704097211535)","(85871, 860.4430683677637)","(86210, 2533.398310853328)",
"(79730, 2067.051663590617)","(79731, 1710.1021094067337)","(80069, 2540.9198961177403)","(80070, 2258.9196709454686)"
"(65173, 2050.426175871439)","(65174, 1843.2333306126466)","(65512, 2407.013502337905)","(65513, 2230.130487730178)"
"(76681, 2496.170125986904)","(77019, 2155.986452525895)","(77020, 1191.8273543724326)",
"(40210, 2211.31618844545)","(40211, 1198.376608438672)","(40550, 2430.690696681043)",
"(70313, 2997.7665277566634)","(70651, 2444.9672212184887)","(70652, 568.8656693428956)",
"(76013, 1616.841421334857)","(76014, 2664.5512071191506)","(76352, 1742.129468867293)","(76353, 2740.089779499311)"
"(70588, 2993.7108043755024)","(70589, 135.74698186133313)","(70928, 2861.8020641818207)",
"(86213, 2910.018183653368)","(86551, 1897.807025927109)","(86552, 1181.679201238317)",
"(27655, 2225.2505254022312)","(27656, 1387.7539918344057)","(27994, 2857.0932933807026)","(27995, 2266.613395586631)"
"(76010, 1796.6193643630136)","(76011, 1227.4748477411554)",,
"(76355, 2837.5342304642922)","(76694, 269.3459783587369)","(76695, 2801.6734328866296)",
"(96320, 1213.0035732594552)","(96321, 2448.6535014234)","(96659, 2178.608587579469)",
"(15816, 2135.714202302691)","(16155, 871.1569513810801)","(16156, 2999.8052448366466)",
"(11126, 2418.3221438035307)","(11464, 2415.8904498650677)","(11465, 974.7266122939916)",
"(148310, 1344.6165794146518)","(148311, 1910.6418760036338)","(148649, 2648.9962139726795)","(148650, 2976.2926504064294)"
"(13105, 898.0427723869183)","(13106, 2112.6510236879412)",,
"(86501, 2915.327141422147)","(86502, 194.93904544808797)","(86841, 2829.79924960936)",
"(63201, 2067.453820662968)","(63539, 2904.7779989269793)","(63540, 984.2462241420421)",
"(75326, 2793.199853549004)","(75665, 655.6856637274135)","(75666, 2424.961161002743)",
