purple air sensors matched to index in HRRR-Smoke grid. Each column is a grid index + distance from that point to PA sensor.0,1,2,3
"(26635, 2301.1106595462384)","(26973, 2350.310936502056)","(26974, 1168.5564698989476)",
"(24962, 902.4714640433363)","(24963, 2684.4759663489044)","(25301, 2251.061113550287)",
"(25951, 2529.5804474702845)","(25952, 2707.548564645724)","(26290, 1595.4458825671925)","(26291, 1864.3696295120646)"
"(25966, 2420.684651319706)","(25967, 2554.082523744682)","(26305, 1723.8378062862403)","(26306, 1908.091244139)"
"(25288, 1252.0771425189364)","(25289, 2053.8743541881217)","(25627, 2564.2422085349776)",
"(76691, 2964.0149584691285)","(76692, 1267.2540636420551)","(77031, 1793.6533907036105)",
"(74648, 1917.8667044674773)","(74649, 2817.3464653100577)","(74987, 1483.297001457761)","(74988, 2540.490117792764)"
"(28329, 2520.682239570752)","(28330, 1105.5707006460939)","(28669, 2200.406637500359)",
"(22258, 1398.5189526549236)","(22259, 2075.9827280700706)","(22597, 2422.3644663408086)","(22598, 2868.1949446209223)"
"(27645, 2546.5460403876887)","(27646, 1957.5725651849766)","(27984, 2366.0068868733047)","(27985, 1717.1754202450093)"
"(28336, 2447.507535093546)","(28675, 576.8475629745582)","(28676, 2894.702015719212)",
"(25620, 2596.439536501964)","(25959, 413.018937252268)","(25960, 2930.0349925065116)",
"(28332, 2790.2944536521045)","(28333, 494.74133162355474)","(28672, 2579.6450160636577)",
"(74648, 1914.6778148696953)","(74649, 2819.0169122811285)","(74987, 1482.943195716662)","(74988, 2544.539065563392)"
"(13444, 1910.3039807653088)","(13445, 1502.0763616172371)","(13783, 2795.807553180491)","(13784, 2533.877096256381)"
"(75671, 483.1920497139456)","(75672, 2803.4797170017664)","(76010, 2586.970753780194)",
"(27002, 485.0300083017146)","(27003, 2615.325501119046)","(27341, 2765.4372648754784)",
"(74648, 1916.501491030816)","(74649, 2816.8458785240655)","(74987, 1484.1927504508103)","(74988, 2541.4882640771593)"
"(28671, 1286.4891171767824)","(28672, 2876.4025362572993)","(29010, 1817.5483324587349)",
"(70248, 2663.9474050796643)","(70586, 1939.300573735615)","(70587, 1310.1050920262974)",
"(13105, 2947.4925465288416)","(13106, 2896.745760777678)","(13444, 1625.452681504457)","(13445, 1534.9539099685578)"
"(83459, 2386.7429850786993)","(83798, 736.7091251536144)","(83799, 2713.6276384293537)",
"(74648, 1918.115475250593)","(74649, 2823.056231431551)","(74987, 1478.2870915442254)","(74988, 2543.7190698616446)"
"(81771, 2785.913870299651)","(82109, 2659.806569331896)","(82110, 426.68790985842685)",
"(28329, 1590.7448668540287)","(28330, 1436.5637134333142)",,
"(125159, 1092.8664644618448)","(125160, 1953.9349635977596)","(125498, 2942.5350693800524)",
"(77025, 1971.171119398249)","(77363, 2830.1384770963255)","(77364, 1130.7228987879714)",
"(27314, 1326.2957614008599)","(27315, 2364.4841360159944)","(27653, 2170.2676550697333)","(27654, 2923.0026189157443)"
"(27997, 2974.137751739497)","(27998, 1036.292439428296)","(28337, 1991.7855443044882)",
"(22918, 1169.7016122613998)","(23257, 1839.961167298694)",,
"(84838, 2522.792951517159)","(84839, 2366.07322265157)","(85177, 1953.7389132442481)","(85178, 1745.3671934518698)"
"(76004, 2951.5244799554284)","(76005, 1482.7454528010733)","(76344, 1629.398688791474)",
"(24943, 2669.3251332363093)","(25281, 2018.8414257083286)","(25282, 1194.5272027228734)",
"(11414, 1180.3214013253812)","(11415, 2867.7290557513256)","(11753, 1905.2454499630226)",
"(61504, 2548.367229309387)","(61505, 2982.2771657451462)","(61843, 1310.4407508296028)","(61844, 2029.0464832167186)"
"(69577, 1328.2613476306399)","(69578, 1705.1985910565168)",,
"(27997, 2840.781621915668)","(27998, 1835.2921208013984)","(28336, 2633.361146223453)","(28337, 1494.2491184411501)"
"(19935, 2575.3300391440603)","(20274, 534.936565738094)","(20275, 2753.3044821379344)",
"(24605, 762.3026695845473)","(24606, 2497.0682857279803)","(24944, 2543.704942789493)",
"(76009, 1853.0833836997688)","(76010, 2707.160101006085)","(76348, 1601.4651591406534)","(76349, 2540.9199521398427)"
"(154646, 1899.5528771032252)","(154647, 2840.298799588207)","(154985, 1448.2745796087765)","(154986, 2558.9490326249834)"
"(29349, 1464.7348144810835)","(29350, 2321.063128677954)","(29688, 2125.7761949665683)","(29689, 2783.5006118565148)"
"(28337, 2651.3567212350217)","(28675, 1947.0797686775838)","(28676, 1310.4766241568548)",
"(24951, 1619.8181121473463)","(24952, 1718.8977704456888)","(25290, 2692.5734121291507)","(25291, 2754.582953298476)"
"(28329, 2520.682239570752)","(28330, 1105.5707006460939)","(28669, 2200.406637500359)",
"(127196, 2770.1969810068117)","(127534, 1943.2779918184744)","(127535, 1201.523251752865)",
"(27646, 1805.0412044594184)","(27647, 2732.508273052554)","(27985, 1593.4748683545752)","(27986, 2599.466167026382)"
"(77701, 2636.096515716271)","(77702, 669.7975062973634)","(78041, 2512.7786181306983)",
"(28336, 625.1667144861918)","(28337, 2967.3690571119987)","(28675, 2379.9719800468047)",
"(83459, 2387.0908380549176)","(83798, 735.3067767718557)","(83799, 2715.1569904199564)",
"(75671, 1994.906106452982)","(75672, 1582.7334161260608)","(76010, 2686.1492254065465)","(76011, 2394.17968286468)"
"(74648, 1921.2203152260138)","(74649, 2819.8581280990534)","(74987, 1479.9935177321577)","(74988, 2538.815709546741)"
"(44183, 1558.875412402991)","(44184, 1782.1649071407942)","(44522, 2653.4111285645577)","(44523, 2789.4570614621584)"
"(73055, 2624.674805645395)","(73393, 2976.5664876283836)","(73394, 380.63124426498246)",
"(27998, 1075.7430442076452)","(27999, 2693.23071637511)","(28337, 2096.0991319319546)",
"(75670, 2879.669369351906)","(75671, 738.02398311883)","(76010, 2301.8845585232475)",
"(74649, 2658.3668628640544)","(74987, 2038.455995433522)","(74988, 1182.935342174175)",
"(47917, 1823.5422046656026)","(47918, 1391.0750079415504)","(48256, 2985.626001915044)","(48257, 2743.136573137976)"
"(78034, 2019.5423435350376)","(78373, 1044.5710067977438)","(78374, 2881.271321704594)",
"(28329, 2520.682239570752)","(28330, 1105.5707006460939)","(28669, 2200.406637500359)",
"(27314, 1317.9693975575417)","(27315, 2359.702708026729)","(27653, 2180.501732067464)","(27654, 2930.508949857779)"
"(28332, 1634.4022296639296)","(28333, 2119.1689034819615)","(28671, 2237.2529780578934)","(28672, 2612.1967201263005)"
"(96760, 2438.7572254494157)","(96761, 887.9743394813053)","(97100, 2477.08487586283)",
"(33028, 878.112112786784)","(33029, 2837.359594672247)","(33367, 2182.0361120964435)",
"(61172, 2898.598878371236)","(61511, 985.4104256954541)","(61512, 2075.9075696147065)",
"(61844, 1358.4982073786036)","(61845, 1651.7002311970423)",,
"(49655, 2299.4357879289737)","(49656, 1566.7519585484044)","(49994, 2687.778588752305)","(49995, 2094.9549219759797)"
"(68562, 2880.4457227368925)","(68900, 2347.4265984195513)","(68901, 696.2883854010756)",
"(28322, 2871.452238087215)","(28323, 380.8862834713464)","(28662, 2650.710206551273)",
"(70592, 1318.9548684169147)","(70593, 1703.5400668637583)",,
"(77362, 2999.984913026819)","(77363, 551.9583523125023)","(77702, 2447.2390126938344)",
"(27997, 2906.738492747354)","(28336, 398.4612024952374)","(28337, 2629.1900426645575)",
"(11805, 1427.9159326776025)","(11806, 1863.4856858369121)","(12144, 2663.5592481550966)","(12145, 2923.42790657043)"
"(67312, 757.645641569653)","(67313, 2500.87468714967)","(67651, 2559.4020058250794)",
"(25280, 1216.9924142175532)","(25619, 1792.0300537128455)",,
"(27645, 2760.2003933999176)","(27646, 2105.705156851342)","(27984, 2323.398695824208)","(27985, 1489.0581033783797)"
"(23256, 1985.129527266833)","(23257, 2290.1526956776147)","(23595, 1962.1613550391544)","(23596, 2270.9601081335086)"
"(50964, 2806.0229042119163)","(50965, 1249.8597034135407)","(51304, 1884.3609686607963)",
"(27314, 1571.2964156882013)","(27653, 1436.4106572864678)",,
"(73640, 1730.7749387753602)","(73641, 1349.671670728163)","(73980, 2970.992997743928)",
"(27997, 2983.1998370763304)","(27998, 2200.2575839181036)","(28336, 2379.6582282161908)","(28337, 1266.6387175446948)"
"(74649, 1928.216187089652)","(74650, 1187.8544524860122)","(74989, 2834.363137808432)",
"(23934, 2089.9388629298473)","(24273, 1019.5866406112184)","(24274, 2779.385795856509)",
"(28336, 1418.5339157178282)","(28337, 2228.9740428856844)","(28675, 2242.86312084071)","(28676, 2826.269561002401)"
"(27645, 2592.5821370490776)","(27646, 2008.6811545915439)","(27984, 2334.7904032473093)","(27985, 1663.7687070286354)"
"(28651, 2544.6143171876442)","(28652, 2706.389333082507)","(28990, 1602.1457949756787)","(28991, 1848.7775929082616)"
"(75324, 1531.438260805413)","(75325, 1493.9797202459781)",,
"(28024, 2511.284568307888)","(28362, 2767.7524727989635)","(28363, 580.1838622965903)",
"(27997, 2983.397163148186)","(28336, 444.6468909451501)","(28337, 2566.788121190265)",
"(26291, 1742.6848718599847)","(26292, 2981.6700767693405)","(26630, 1434.7209727659176)","(26631, 2812.5278352865594)"
"(28332, 2721.304319074377)","(28333, 301.23748729026073)","(28672, 2921.3031963444882)",
"(75669, 2554.1191571797935)","(75670, 2455.474357954956)","(76008, 1872.3825525747538)","(76009, 1734.9869015625363)"
"(70928, 1900.4716364932817)","(70929, 2971.4004467346044)","(71267, 1363.1501561642672)","(71268, 2659.2702375495496)"
"(27998, 1080.5543943228356)","(28337, 1928.152663253427)",,
"(33044, 2920.948337149496)","(33045, 1840.7974547955148)","(33383, 2678.371895496353)","(33384, 1426.2407728472026)"
"(74648, 1914.161969799096)","(74649, 2812.201799039698)","(74987, 1488.9992895740493)","(74988, 2540.9194769986716)"
"(27314, 1312.9933981323982)","(27315, 2356.8543564650463)","(27653, 2186.6463059920766)","(27654, 2935.0237383586177)"
"(15531, 1573.2651178113204)","(15532, 1528.3414650485236)",,
"(77364, 2306.669468908349)","(77702, 2433.678187758354)","(77703, 1071.3085434848686)",
"(77372, 2755.3111621610587)","(77710, 1871.7588685512694)","(77711, 1318.4495881071937)",
"(77041, 2480.2156709376)","(77042, 558.8434584315955)","(77381, 2880.907778847145)",
"(30353, 2713.3572805288704)","(30354, 1509.3358609547274)","(30692, 2862.583402472718)","(30693, 1762.8717490117247)"
"(11127, 1724.2977484951302)","(11128, 1289.3646322549657)",,
"(22921, 2480.1163942894996)","(23259, 2230.663495090885)","(23260, 1111.078590373456)",
"(24596, 2578.3345794726547)","(24935, 1121.5410508590535)","(24936, 2141.6200481545047)",
"(13445, 855.0483627325507)","(13446, 2761.7013825557533)","(13784, 2242.527450516817)",
"(26289, 2675.7440741663354)","(26290, 561.9518446569647)","(26629, 2591.0463346722067)",
"(75326, 2524.170539910683)","(75327, 578.4019707420294)","(75666, 2750.224661404216)",
"(81772, 2538.600005032467)","(81773, 515.9955952213945)","(82112, 2840.363465605577)",
"(74647, 1085.272182117379)","(74648, 2576.264326645508)","(74986, 2172.5744592314622)",
"(28684, 2778.247707409099)","(29022, 1886.1564231886261)","(29023, 1280.9269544736208)",
"(85525, 1519.3268037583327)","(85864, 1478.595131353353)",,
"(12770, 2277.587397766299)","(12771, 728.4558569844698)",,
"(77702, 2804.2310353498788)","(77703, 2637.3904718513218)","(78041, 1809.4165306537932)","(78042, 1538.40444539166)"
"(29681, 2990.918015258452)","(30020, 190.85295299683173)","(30021, 2817.7898585138882)",
"(62525, 1333.2158450268364)","(62526, 2399.200834400975)","(62864, 2140.888428727919)","(62865, 2926.290200777172)"
"(75326, 2819.7598423084446)","(75327, 461.6742861988202)","(75666, 2596.9012299043484)",
"(79063, 1327.6809443609825)","(79064, 1682.981573846381)",,
"(85493, 1792.0734751862146)","(85494, 2939.6660883943955)","(85832, 1440.9539903472314)","(85833, 2738.506780028586)"
"(27644, 2393.235005956127)","(27645, 1642.939699877193)","(27983, 2623.567515940107)","(27984, 1962.6858206023317)"
"(28026, 1824.7843560728495)","(28027, 1240.8034809839191)","(28366, 2976.1082277289615)",
"(80143, 2364.0101745588245)","(80144, 821.0794622959249)","(80483, 2644.088712479798)",
"(28684, 2779.0220049573495)","(29022, 1888.2634451414658)","(29023, 1277.5721739240769)",
"(31031, 2954.71764724712)","(31032, 2706.322262185208)","(31370, 1838.8565225333962)","(31371, 1405.4856369401143)"
"(26974, 2796.2124008925452)","(27312, 1789.0267090265627)","(27313, 1391.0828471566836)",
"(77033, 1467.1847009476298)","(77034, 2116.006117956662)","(77372, 2330.880044868262)","(77373, 2784.851162334272)"
"(96714, 2231.397153790953)","(96715, 2601.5099996116382)","(97053, 1647.8975933610757)","(97054, 2119.2599012785836)"
"(77703, 2515.7671667952013)","(78041, 2381.028251917012)","(78042, 906.7233535606622)",
"(30355, 2215.72613689198)","(30356, 2814.1376572244844)","(30694, 1429.31686501956)","(30695, 2246.291407018168)"
"(28669, 1471.851281176953)","(28670, 1796.7277338120855)","(29008, 2705.502407725524)","(29009, 2895.3410566102857)"
"(82106, 2612.8026065062313)","(82444, 2307.755912060345)","(82445, 901.8365200720391)",
"(25613, 2981.321321778731)","(25951, 2980.5352866091307)","(25952, 27.041575551343655)",
"(28336, 1796.2110469072315)","(28337, 2485.5344809343164)","(28675, 1819.8022976828097)","(28676, 2502.868453432865)"
"(84133, 1065.1024983089728)","(84134, 1967.8350065284926)",,
"(61503, 2595.7580291088034)","(61504, 2909.33115091675)","(61842, 1408.851176498615)","(61843, 1925.339506165707)"
"(79063, 2401.2899739420986)","(79064, 773.3394788769316)","(79403, 2651.2782755999388)",
"(91671, 2566.813479024565)","(91672, 444.25894203840295)",,
"(40462, 2877.8395473152304)","(40463, 1919.5397542621265)","(40801, 2575.9327283167213)","(40802, 1425.082332056951)"
"(81767, 2736.693723810115)","(81768, 2953.7225969940478)","(82106, 1425.8932000553496)","(82107, 1805.8640266752654)"
"(28336, 287.86133548900057)","(28675, 2706.1713682893196)",,
"(21906, 1321.5666805438545)","(21907, 1893.7127224863598)","(22245, 2715.236728229214)",
"(28675, 1858.385417534292)","(28676, 1151.390587318851)",,
"(24952, 1627.7697641985874)","(24953, 1815.4126514183931)","(25291, 2569.9814730553203)","(25292, 2694.124999410572)"
"(76353, 2023.7424359341642)","(76354, 1802.9712297886965)","(76692, 2450.082967865566)","(76693, 2271.7390769060603)"
"(28023, 1583.8634323537874)","(28024, 2706.0329110060543)","(28362, 1729.7679022567074)","(28363, 2794.848433647884)"
"(12819, 2812.1592274705495)","(13158, 1356.8373944592843)","(13159, 1814.4849740190643)",
"(68221, 1828.2506154251673)","(68222, 2228.9912420215032)","(68560, 2057.7091113408246)","(68561, 2419.804263622232)"
"(27676, 2184.937491615717)","(27677, 962.3075743698963)","(28016, 2721.643861637938)",
"(71982, 1538.0662421877128)","(71983, 1545.828515337178)",,
"(27676, 2184.937491615717)","(27677, 962.3075743698963)","(28016, 2721.643861637938)",
"(71603, 2029.687035096912)","(71604, 2474.6670916821013)","(71942, 1778.7061605184185)","(71943, 2270.6798035785414)"
"(100092, 2849.222617713836)","(100093, 588.3068373462252)","(100432, 2455.562628478567)",
"(15532, 1117.0540942412854)","(15533, 1960.7977115727122)","(15871, 2907.6625498325507)",
"(28337, 1275.5995512604536)","(28338, 1765.034026015018)",,
"(67543, 2237.5181674213495)","(67544, 2919.554605726293)","(67882, 1328.0665881793814)","(67883, 2295.76935028996)"
"(9719, 2288.4680209464814)","(9720, 2064.7738425911703)","(10058, 2187.166679710852)","(10059, 1954.1957829475853)"
"(79400, 1563.706334922977)","(79739, 1457.8204159590439)",,
"(75671, 2339.5302997759222)","(75672, 2224.6343598513313)","(76010, 2043.857866129275)","(76011, 1909.8573795878422)"
"(84847, 839.345566643658)","(84848, 2176.474725979027)",,
"(24259, 1493.6891549598831)","(24260, 1528.6812217339611)",,
"(29349, 1802.2154562937503)","(29350, 1713.90222294114)","(29688, 2602.605032486272)","(29689, 2539.314013958434)"
"(35449, 2216.1623264399177)","(35787, 2780.6888107352015)","(35788, 878.9145420816316)",
"(27990, 2429.299385174092)","(28329, 1053.0938635008827)","(28330, 2325.4150056583358)",
"(61844, 1139.2734616801088)","(62183, 1878.8343677943162)",,
"(76348, 2861.452647992744)","(76687, 1085.7409288506758)","(76688, 2000.1371967732487)",
"(27663, 2929.454150031932)","(27664, 98.81519826721434)","(28003, 2936.107096304428)",
"(78393, 2624.2969152534806)","(78394, 387.4346876018575)","(78733, 2985.4775553109757)",
"(65863, 1406.3431527464534)","(65864, 1918.5052248029472)","(66202, 2604.1115630650897)","(66203, 2911.0837127722175)"
"(49711, 2161.5958942490925)","(49712, 1330.0245597272087)","(50050, 2932.5237981517353)","(50051, 2387.39899126394)"
"(26634, 2122.3054696011077)","(26635, 2170.290732817619)","(26973, 2072.3926418619276)","(26974, 2121.20409920866)"
"(27002, 200.36334637227642)","(27003, 2879.0856624164)","(27341, 2851.783297315295)",
"(27676, 2184.937491615717)","(27677, 962.3075743698963)","(28016, 2721.643861637938)",
"(10790, 1643.5165146589177)","(11128, 2926.300596019562)","(11129, 1490.4847086080795)",
"(75666, 1449.6960859989952)","(76005, 1548.6887330858694)",,
"(62805, 2232.0413149457136)","(63144, 770.3326786285843)",,
"(68558, 710.5575610767582)","(68897, 2292.29715882902)",,
"(9383, 1962.7641648033696)","(9384, 1052.8722867920262)",,
"(29037, 1647.5741750189413)","(29376, 1362.8632094109373)",,
"(30359, 508.6052538849233)","(30360, 2510.4755189590373)","(30698, 2945.105869418456)",
"(28337, 990.8344137701379)","(28338, 2111.1103742357177)","(28676, 2802.0176915157117)",
"(28337, 1105.7108231108023)","(28338, 1981.8969178324796)","(28676, 2864.1922233103155)",
"(72611, 2761.7412155640604)","(72612, 291.981716334288)","(72951, 2856.92253295469)",
"(62862, 1084.0045565088906)","(62863, 2449.696459045318)","(63201, 2282.411739915927)",
"(27314, 1330.5039908360627)","(27653, 1697.7800930856672)",,
"(74648, 1919.0975601111027)","(74649, 2818.1321783313965)","(74987, 1482.2015360371493)","(74988, 2539.792636020259)"
"(86252, 2023.5887515491015)","(86591, 975.6118531957436)",,
"(26973, 2901.560512188739)","(27312, 1195.434578373562)","(27313, 1886.4762245273837)",
"(27983, 1479.5165310900802)","(27984, 1687.7210881871981)","(28322, 2859.168493716726)","(28323, 2973.147674980394)"
"(78725, 2798.4264015309823)","(79064, 415.85508128216213)","(79065, 2664.245147789478)",
"(75324, 1863.2776965630355)","(75325, 1144.846069401552)",,
